,id,title,director,cast,country,release_year,genre_types,rating,duration,description,popularity,production_companies,writers,combined,original_title
2147,581420,walk. ride. rodeo.,Conor Allyn,"Spencer Locke, Missi Pyle, Sherri Shepherd, Bailey Chase, Alyvia Alyn Lind, Max Ehrich, Corbin Bleu, Kathleen Rose Perkins",United States,2019,"Children & Family Movies, Dramas",TV-PG,100 min,"In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story.",12.83,Poker Productions,"Greg Cope White, Sean Dwyer, Dan Goforth","conor allynspencer locke, missi pyle, sherri shepherd, bailey chase, alyvia alyn lind, max ehrich, corbin bleu, kathleen rose perkinsunited states2019",Walk. Ride. Rodeo.
2148,519035,nappily ever after,Haifaa Al-Mansour,"Sanaa Lathan, Ricky Whittle, Lynn Whitfield, Lyriq Bent, Ernie Hudson",United States,2018,"Comedies, Dramas, Romantic Movies",TV-MA,99 min,"When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover.",13.58,"Marc Platt Productions, Badabing Pictures","Trisha R. Thomas, Adam Brooks","haifaa al-mansoursanaa lathan, ricky whittle, lynn whitfield, lyriq bent, ernie hudsonunited states2018",Nappily Ever After
2149,164046,sisterakas,Wenn V. Deramas,"Ai-Ai de las Alas, Vice Ganda, Kris Aquino, Xyriel Manabat, Daniel Padilla, Kathryn Bernardo, Tirso Cruz III, Deejay Durano, Gloria Diaz, Jeffrey Quizon",Philippines,2012,"Comedies, International Movies",TV-14,105 min,"Two half siblings separated by family conflict cross paths as adults at a fashion agency – but one of them has a vendetta, unbeknownst to the other.",5.5,"Star Cinema – ABS-CBN Film Productions, Viva Films","Kriz Gazmen, Danno Kristoper C. Mariquit, Wenn V. Deramas, Joel Mercado","wenn v. deramasai-ai de las alas, vice ganda, kris aquino, xyriel manabat, daniel padilla, kathryn bernardo, tirso cruz iii, deejay durano, gloria diaz, jeffrey quizonphilippines2012",Sisterakas
2150,255432,starting over again,Olivia M. Lamasan,"Piolo Pascual, Toni Gonzaga, Iza Calzado",Philippines,2014,"Dramas, International Movies, Romantic Movies",TV-14,128 min,"An architecture student and a history professor fall in love, pursue a dream, split up and bump into each other years later. Can there be a second chance?",4.38,Star Cinema – ABS-CBN Film Productions,"Carmi Raymundo, Olivia M. Lamasan, Anjeli Pessumal","olivia m. lamasanpiolo pascual, toni gonzaga, iza calzadophilippines2014",Starting Over Again
2151,302104,that thing called tadhana,Antoinette Jadaone,"Angelica Panganiban, JM de Guzman",Philippines,2015,"Dramas, International Movies, Romantic Movies",TV-MA,91 min,"A devastating breakup with her boyfriend may be the start of a new beginning for Mace, thanks to an adventurous and kind stranger named Anthony.",5.73,"Monoxide Works, Cinema One Originals, Epicmedia",Antoinette Jadaone,"antoinette jadaoneangelica panganiban, jm de guzmanphilippines2015",That Thing Called Tadhana
2152,300199,the love affair,Nuel Naval,"Richard Gomez, Dawn Zulueta, Bea Alonzo, Tom Rodriguez, Tetchie Agbayani, Al Tantay, Ana Capri, Ina Feleo",Philippines,2015,"Dramas, International Movies, Romantic Movies",TV-MA,127 min,"Feeling betrayed by their romantic partners' infidelity, Adrianne and Vince struggle to forgive while finding comfort with each other.",1.28,"Erler Film, Arzu Film",,"nuel navalrichard gomez, dawn zulueta, bea alonzo, tom rodriguez, tetchie agbayani, al tantay, ana capri, ina feleophilippines2015",The Love Affair
2153,11384,the hard way,Keoni Waxman,"Michael Jai White, Luke Goss, Randy Couture, Madalina Anea, Grant Campbell, George Remes, Ovidiu Niculescu, Adreea Diac, Michaela Holla, Bogden Farcas",United States,2019,Action & Adventure,TV-MA,94 min,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge.",23.2,"The Badham-Cohen Group, Universal Pictures","Michael Kozoll, Lem Dobbs","keoni waxmanmichael jai white, luke goss, randy couture, madalina anea, grant campbell, george remes, ovidiu niculescu, adreea diac, michaela holla, bogden farcasunited states2019",The Hard Way
2154,365675,everyday i love you,Mae Czarina Cruz,"Enrique Gil, Liza Soberano, Gerald Anderson, Aiko Melendez, Carmina Villaroel, Ariel Rivera, Marissa Delgado, Liza Lorena",Philippines,2015,"Dramas, International Movies, Romantic Movies",TV-14,124 min,"While patiently waiting for her boyfriend to come out of his coma, Audrey finds herself falling for the caring and successful Ethan.",6.06,Star Cinema – ABS-CBN Film Productions,"Vanessa Valdez, Gilliann Ebreo, Kookai Labayen, Iris Lacap","mae czarina cruzenrique gil, liza soberano, gerald anderson, aiko melendez, carmina villaroel, ariel rivera, marissa delgado, liza lorenaphilippines2015",Everyday I Love You
2155,78245,no other woman,Ruel S. Bayani,"Anne Curtis, Derek Ramsay, Cristine Reyes, Tirso Cruz III, Carmi Martin, John Arcilla, Marlann Flores, Ron Morales, Kat Alano",Philippines,2011,"Dramas, International Movies, Romantic Movies",TV-MA,103 min,"A happily married man gives in to temptation when a wealthy client pursues him, setting off a torrid love triangle.",4.08,"Viva Films, Star Cinema – ABS-CBN Film Productions, Star Cinema","Kriz Gazmen, Keiko Aquino, Ricardo Fernando III","ruel s. bayanianne curtis, derek ramsay, cristine reyes, tirso cruz iii, carmi martin, john arcilla, marlann flores, ron morales, kat alanophilippines2011",No Other Woman
2156,21309,river's edge,Isao Yukisada,"Fumi Nikaido, Ryo Yoshizawa, Shuhei Uesugi, Sumire, Shiori Doi, Aoi Morikawa",Japan,2018,"Dramas, International Movies",TV-MA,118 min,"High schooler Haruna befriends loner Yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably.",20.65,"Island, Metro-Goldwyn-Mayer, Hemdale Film Corporation",Neal Jimenez,"isao yukisadafumi nikaido, ryo yoshizawa, shuhei uesugi, sumire, shiori doi, aoi morikawajapan2018",River's Edge
2157,20968,sarkar,A.R. Murugadoss,"Vijay, Varalakshmi Sarathkumar, Keerthi Suresh, Radha Ravi, Pala Karuppaiah, Yogi Babu",,2018,"Action & Adventure, Dramas, International Movies",TV-MA,162 min,A ruthless businessman’s mission to expose electoral fraud brings him into a heated and dangerous political conflict with two corrupt ministers.,5.48,"Sahara One Entertainment, K Sera Sera Limited","Ram Gopal Varma, Manish Gupta","a.r. murugadossvijay, varalakshmi sarathkumar, keerthi suresh, radha ravi, pala karuppaiah, yogi babu2018",Sarkar
2158,543684,weapon of choice,Fritz Ofner,,"Austria, Iraq, United States",2018,"Documentaries, International Movies",TV-MA,89 min,"Speaking to retailers and owners of the Glock pistol, two filmmakers shed light on the politics of violence and its implications from Chicago to Kirkuk.",2.02,Friedrich Ofner Filmproduktion,,"fritz ofneraustria, iraq, united states2018",Weapon of Choice
2159,547144,"2,215",Nottapon Boonprakob,Artiwara Kongmalai,Thailand,2018,"Documentaries, International Movies, Sports Movies",TV-MA,89 min,"This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017.",3.78,"Kaokonlakao Foundation, GDH 559",,nottapon boonprakobartiwara kongmalaithailand2018,"2,215"
2160,540762,bnk48: girls don't cry,Nawapol Thamrongrattanarit,,Thailand,2018,"Documentaries, International Movies, Music & Musicals",TV-14,108 min,"Members of the Thai idol girl group BNK48 open up about their experiences beyond the spotlight, their training and the nature of fame.",3.29,"Salmon House, Very Sad Pictures, iAM FILMS",,nawapol thamrongrattanaritthailand2018,BNK48: Girls Don't Cry
2161,467673,budapest,Xavier Gens,"Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice Belaïdi, Alix Poisson","France, Belgium",2018,"Comedies, International Movies",TV-MA,103 min,"Two best friends put their careers and marriages on the line when they launch a business hosting outrageous, anything-goes bachelor parties in Hungary.",8.43,"Labyrinthe Films, Wild Bunch Distribution","Manu Payet, Simon Moutaïrou","xavier gensmanu payet, jonathan cohen, monsieur poulpe, alice belaïdi, alix poissonfrance, belgium2018",Budapest
2162,304441,pants on fire,Jonathan A. Rosenbaum,"Bradley Steven Perry, Joshua J. Ballard, Tyrel Jackson Williams, Brittney Wilson, Taylor Russell, Nicholas Coombe, Rachelle Gillis, Kevin O'Grady",Canada,2014,"Children & Family Movies, Comedies",TV-G,87 min,Jealous girlfriends and aliens are just some of the things Jack lied about to become popular. Now the lies are coming to life and ruining everything.,8.88,Two 4 The Money Media,Alex Cramer,"jonathan a. rosenbaumbradley steven perry, joshua j. ballard, tyrel jackson williams, brittney wilson, taylor russell, nicholas coombe, rachelle gillis, kevin o'gradycanada2014",Pants on Fire
2163,585997,paranormal investigation,Franck Phelizon,"Andrei Indreies, Jean-Baptiste Heuet, Jose Atuncar, Pierre Porquet, Claudine Bertin, Gabriella Jordan, Effie Rey, Catalin Morar, Antoine Rodriguez","United States, France",2018,"Horror Movies, International Movies, Thrillers",TV-14,93 min,"When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him.",5.27,"Baril Productions, Vallée Cinéma","Marie Durand, Franck Phelizon","franck phelizonandrei indreies, jean-baptiste heuet, jose atuncar, pierre porquet, claudine bertin, gabriella jordan, effie rey, catalin morar, antoine rodriguezunited states, france2018",Paranormal Investigation
2164,89185,radio rebel,Peter Howitt,"Debby Ryan, Sarena Parmar, Adam DiMarco, Merritt Patterson, Nancy Robertson",United States,2012,"Children & Family Movies, Comedies",TV-G,90 min,"Shy student Tara has a secret identity: She is smooth-talking Radio Rebel, a DJ who lends her voice to all kids, popular and unpopular alike.",21.03,"Two 4 The Money Media, MarVista Entertainment","Peter Howitt, Danielle Joseph, Erik Patterson, Jessica Scott","peter howittdebby ryan, sarena parmar, adam dimarco, merritt patterson, nancy robertsonunited states2012",Radio Rebel
2165,491480,the boy who harnessed the wind,Chiwetel Ejiofor,"Maxwell Simba, Chiwetel Ejiofor, Aïssa Maïga, Lily Banda, Lemogang Tsipa, Philbert Falakeza, Joseph Marcell, Noma Dumezweni","United Kingdom, Malawi",2019,"Children & Family Movies, Dramas, Independent Movies",TV-PG,114 min,"Inspired by a science book, 13-year-old William Kamkwamba builds a wind turbine to save his Malawian village from famine. Based on a true story.",30.18,"Participant, BBC Film, BFI, Potboiler Productions","Bryan Mealer, Chiwetel Ejiofor, William Kamkwamba","chiwetel ejioformaxwell simba, chiwetel ejiofor, aïssa maïga, lily banda, lemogang tsipa, philbert falakeza, joseph marcell, noma dumezweniunited kingdom, malawi2019",The Boy Who Harnessed the Wind
2166,8204,the spiderwick chronicles,Mark Waters,"Freddie Highmore, Mary-Louise Parker, Sarah Bolger, Joan Plowright, David Strathairn, Nick Nolte, Seth Rogen, Andrew McCarthy, Martin Short",United States,2008,Children & Family Movies,PG,97 min,"When city-raised twins move to a tumbledown country mansion, it's quite an adjustment – especially after they uncover a magical fantasy world.",42.65,"Paramount, The Kennedy/Marshall Company","Sean Samuels, John Sayles, David Berenbaum, Karey Kirkpatrick, Tony DiTerlizzi, Holly Black","mark watersfreddie highmore, mary-louise parker, sarah bolger, joan plowright, david strathairn, nick nolte, seth rogen, andrew mccarthy, martin shortunited states2008",The Spiderwick Chronicles
2167,534939,your son,Miguel Ángel Vivas,"José Coronado, Ana Wagener, Asia Ortega, Pol Monen, Ester Expósito","Spain, France",2018,"Dramas, International Movies, Thrillers",TV-MA,103 min,"After his son is brutally beaten outside a nightclub, a surgeon takes the law into his own hands and seeks vengeance against the perpetrators.",16.36,"Las películas del Apache, La Claqueta, Ran Entertainment, Apaches Films","Miguel Ángel Vivas, Alberto Marini","miguel ángel vivasjosé coronado, ana wagener, asia ortega, pol monen, ester expósitospain, france2018",Your Son
2168,438373,quién te cantará,Carlos Vermut,"Najwa Nimri, Eva Llorach, Carme Elias, Natalia de Molina, Julián Villagrán, Ignacio Mateos, Lorena Iglesias, Vicenta N'Dongo, Inma Cuevas, Per-Olav Sorensen","Spain, France",2018,"Dramas, Independent Movies, International Movies",TV-MA,125 min,"When a near-drowning leaves a famous singer from the '90s with amnesia, she hires a karaoke singer who can imitate her to prep her for a comeback tour.",10.61,"Canal Sur, Áralan Films, Les films du Worso, Vodafone, TVE, Apaches Films",Carlos Vermut,"carlos vermutnajwa nimri, eva llorach, carme elias, natalia de molina, julián villagrán, ignacio mateos, lorena iglesias, vicenta n'dongo, inma cuevas, per-olav sorensenspain, france2018",Quién te cantará
2169,252674,a second chance,Cathy Garcia-Molina,"John Lloyd Cruz, Bea Alonzo, Dimples Romana, Janus del Prado, James Blanco, Ahron Villena, Beatriz Saw, Shamaine Centenera, Khalil Ramos, Billy Crawford, Al Tantay, Arci Muñoz",Philippines,2015,"Dramas, International Movies, Romantic Movies",TV-MA,130 min,"Following their storybook wedding, Popoy and Basha find married life – and starting a business together – more challenging than they ever imagined.",11.25,Glenpictures,Clay Glen,"cathy garcia-molinajohn lloyd cruz, bea alonzo, dimples romana, janus del prado, james blanco, ahron villena, beatriz saw, shamaine centenera, khalil ramos, billy crawford, al tantay, arci muñozphilippines2015",A Second Chance
2170,373564,beauty and the bestie,Wenn V. Deramas,"Vice Ganda, Coco Martin, James Reid, Nadine Lustre, Karla Estrada, Ryan Bang, Badjie Mortiz, Alonzo Muhlach, Marco Masa, Lassy Marquez, MC Calaquian",Philippines,2015,"Action & Adventure, Comedies, International Movies",TV-14,119 min,"Finding himself in a desperate situation, undercover agent Emman asks his former best friend, Erika, to join him on a dangerous mission.",4.3,"Star Cinema – ABS-CBN Film Productions, Viva Films","Mel Mendoza-Del Rosario, Enrico C. Santos","wenn v. deramasvice ganda, coco martin, james reid, nadine lustre, karla estrada, ryan bang, badjie mortiz, alonzo muhlach, marco masa, lassy marquez, mc calaquianphilippines2015",Beauty and the Bestie
2171,1247295,bride for rent,Mae Czarina Cruz,"Kim Chiu, Xian Lim, Empoy Marquez, Martin del Rosario, Pilita Corrales, Tirso Cruz III, Dennis Padilla, Matt Evans, Lloyd Zaragoza, Zeppi Borromeo",Philippines,2014,"Comedies, International Movies, Romantic Movies",TV-PG,110 min,"Rocco needs to hire a bride so he can access his trust fund. Rocky desperately needs a job. Their marriage starts out fake, but ends up as much more.",1.8,Shaw Brothers,"Lo Chen, Yeung Tin-Shing","mae czarina cruzkim chiu, xian lim, empoy marquez, martin del rosario, pilita corrales, tirso cruz iii, dennis padilla, matt evans, lloyd zaragoza, zeppi borromeophilippines2014",Bride For Rent
2172,452196,can't help falling in love,Mae Czarina Cruz,"Kathryn Bernardo, Daniel Padilla, Matteo Guidicelli, Zanjoe Marudo, Cherry Pie Picache, Lotlot De Leon, Dennis Padilla, Lito Pimentel, Joross Gamboa, Janus del Prado",Philippines,2017,"Comedies, Dramas, International Movies",TV-14,120 min,"Gab is eager to tie the knot with her handsome boyfriend, but there's a problem, and it's a doozy: She's already married to a total stranger.",6.81,Star Cinema – ABS-CBN Film Productions,Carmi Raymundo,"mae czarina cruzkathryn bernardo, daniel padilla, matteo guidicelli, zanjoe marudo, cherry pie picache, lotlot de leon, dennis padilla, lito pimentel, joross gamboa, janus del pradophilippines2017",Can't Help Falling in Love
2173,512188,evening shadows,Sridhar Rangayan,"Mona Ambegaonkar, Anant Mahadevan, Devansh Doshi, Arpit Chaudhary, Yamini Singh, Abhay Kulkarni, Veena Nair, Disha Thakur",India,2018,"Dramas, Independent Movies, International Movies",TV-PG,102 min,"When her son comes out to her as gay, a religious mother struggles to reconcile his truth with her own beliefs and their orthodox family values.",2.07,Solaris Pictures,"Sridhar Rangayan, Sagar Gupta","sridhar rangayanmona ambegaonkar, anant mahadevan, devansh doshi, arpit chaudhary, yamini singh, abhay kulkarni, veena nair, disha thakurindia2018",Evening Shadows
2174,205015,four sisters and a wedding,Cathy Garcia-Molina,"Bea Alonzo, Toni Gonzaga, Angel Locsin, Shaina Magdayao, Enchong Dee, Sam Milby, Angeline Quinto, Coney Reyes",Philippines,2013,"Comedies, Dramas, International Movies",TV-14,125 min,"Four sisters unite to stop their young brother's pending nuptials upon meeting his fiancée’s demanding family, revealing long-simmering family issues.",8.47,Star Cinema – ABS-CBN Film Productions,"Vanessa Valdez, Jose Javier Reyes","cathy garcia-molinabea alonzo, toni gonzaga, angel locsin, shaina magdayao, enchong dee, sam milby, angeline quinto, coney reyesphilippines2013",Four Sisters and a Wedding
2175,184791,it takes a man and a woman,Cathy Garcia-Molina,"John Lloyd Cruz, Sarah Geronimo, Rowell Santiago, Al Tantay, Irma Adlawan, Joross Gamboa, Gio Alvarez, Matet De Leon, Miles Ocampo, Andre Garcia, Dante Rivero, Isabelle Daza",Philippines,2013,"Comedies, International Movies, Romantic Movies",TV-PG,127 min,"Laida and Miggy used to be in love, but now they're forced to work together in a professional capacity – and neither is completely over their past.",3.49,"Star Cinema – ABS-CBN Film Productions, Viva Films","Raz de la Torre, Carmi Raymundo","cathy garcia-molinajohn lloyd cruz, sarah geronimo, rowell santiago, al tantay, irma adlawan, joross gamboa, gio alvarez, matet de leon, miles ocampo, andre garcia, dante rivero, isabelle dazaphilippines2013",It Takes a Man and a Woman
2176,441834,my ex & whys,Cathy Garcia-Molina,"Liza Soberano, Enrique Gil, Joey Marquez, Cai Cortez, Arlene Muchlach, Ara Mina, Ryan Bang, Joross Gamboa, Jeffrey Tam, Neils Coleta",Philippines,2017,"Comedies, Dramas, International Movies",TV-14,121 min,"Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back.",4.64,Star Cinema – ABS-CBN Film Productions,"Jancy E. Nicolas, Cathy Garcia-Sampana, Gilliann Ebreo","cathy garcia-molinaliza soberano, enrique gil, joey marquez, cai cortez, arlene muchlach, ara mina, ryan bang, joross gamboa, jeffrey tam, neils coletaphilippines2017",My Ex & Whys
2177,282761,she's dating the gangster,Cathy Garcia-Molina,"Kathryn Bernardo, Daniel Padilla, Richard Gomez, Dawn Zulueta, Sofia Andres, Khalil Ramos, Ian Veneracion, Pamu Pamorada, Igi Boy Flores, Marco Gumabao",Philippines,2014,"Dramas, International Movies, Romantic Movies",TV-14,113 min,"To make another woman jealous, a campus heartthrob asks a fellow student to be his pretend girlfriend, but fate has other plans for the fake couple.",8.61,Star Cinema – ABS-CBN Film Productions,"Charlene Grace Bernardo, Carmi Raymundo, Bianca Bernardino","cathy garcia-molinakathryn bernardo, daniel padilla, richard gomez, dawn zulueta, sofia andres, khalil ramos, ian veneracion, pamu pamorada, igi boy flores, marco gumabaophilippines2014",She's Dating the Gangster
2178,347561,the breakup playlist,Dan Villegas,"Piolo Pascual, Sarah Geronimo, Rio Locsin, Dennis Padilla, Badjie Mortiz, Teddy Corpuz, Anna Luna, Jett Pangan, Cris Villonco, Maris Racal",Philippines,2015,"Dramas, International Movies, Music & Musicals",TV-MA,118 min,A rock musician and a law student whose true passion is music fall in love and pursue a romance that complicates both of their blossoming careers.,3.07,"Star Cinema – ABS-CBN Film Productions, Viva Films","Antoinette Jadaone, Kriz Gazmen","dan villegaspiolo pascual, sarah geronimo, rio locsin, dennis padilla, badjie mortiz, teddy corpuz, anna luna, jett pangan, cris villonco, maris racalphilippines2015",The Breakup Playlist
2179,120293,the mistress,Olivia M. Lamasan,"John Lloyd Cruz, Bea Alonzo, Hilda Koronel, Ronaldo Valdez, Anita Linda, Carmi Martin",Philippines,2012,"Dramas, International Movies, Romantic Movies",TV-MA,132 min,The mistress of a wealthy businessman is torn between her loyalty to him and her love for a young architect connected to her in unexpected ways.,1.08,Equiluz Films,"José Manuel Fernández, Romualdo Molina","olivia m. lamasanjohn lloyd cruz, bea alonzo, hilda koronel, ronaldo valdez, anita linda, carmi martinphilippines2012",The Mistress
2180,16453,zach galifianakis: live at the purple onion,Michael Blieden,"Zach Galifianakis, Brian Unger",United States,2006,Stand-Up Comedy,TV-MA,61 min,"The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit.",6.48,"Sixth Way Productions, The Claw, Anacol Productions Inc., Billios, Red Envelope Entertainment",Zach Galifianakis,"michael bliedenzach galifianakis, brian ungerunited states2006",Zach Galifianakis: Live at the Purple Onion
2181,557881,life of an outcast,Pawan K Shrivastava,"Ravi Bhushan Bhartiya, Shalini Mohan, Bhaskar Jha, Manohar Pandey, Siddharth Bharadwaj, Jay Shanker Pandey, Deepak Jha, Komal Singh",India,2018,"Dramas, Independent Movies, International Movies",TV-PG,80 min,"When authorities jail his son for rejecting religious bias, a poor father’s struggle to bail him out highlights rural India’s enduring casteism.",0.67,,,"pawan k shrivastavaravi bhushan bhartiya, shalini mohan, bhaskar jha, manohar pandey, siddharth bharadwaj, jay shanker pandey, deepak jha, komal singhindia2018",Life of An Outcast
2182,429784,bert kreischer: the machine,Ryan Polito,Bert Kreischer,United States,2016,Stand-Up Comedy,TV-MA,70 min,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special.",3.84,"Bert, Inc, Levity Productions",Bert Kreischer,ryan politobert kreischerunited states2016,Bert Kreischer: The Machine
2183,582868,firebrand,Aruna Raje,"Usha Jadhav, Girish Kulkarni, Sachin Khedekar, Rajeshwari Sachdev, Rushad Rana, Mrunal Oak",India,2019,"Dramas, International Movies",TV-MA,117 min,"While she successfully advocates for her female clients in difficult divorce cases, a lawyer’s trauma from sexual assault impacts her own marriage.",5.01,Purple Pebble Pictures,Aruna Raje,"aruna rajeusha jadhav, girish kulkarni, sachin khedekar, rajeshwari sachdev, rushad rana, mrunal oakindia2019",Firebrand
2184,525183,paddleton,Alex Lehmann,"Mark Duplass, Ray Romano",United States,2019,"Comedies, Dramas, Independent Movies",TV-MA,89 min,"After he's diagnosed with terminal cancer, middle-aged Michael asks his neighbor friend Andy to help him end his life before the disease does.",11.83,Duplass Brothers Productions,"Mark Duplass, Alexandre Lehmann","alex lehmannmark duplass, ray romanounited states2019",Paddleton
2185,504321,paris is us,Elisabeth Vogler,"Noémie Schmidt, Grégoire Isvarine, Marie Mottet, Lou Castel, Mathias Minne, Margaux Bonin, Julia Kouakou, Alexandre Schreiber, Schemci Lauth, Theo Tagand, Clément Olivieri, Doria Achour",France,2019,"Dramas, Independent Movies, International Movies",TV-MA,84 min,"Amid a turbulent romance and rising tensions in Paris, a young woman finds herself caught in a dizzying spiral of dreams, memories and what-ifs.",6.77,"21juin Cinéma, French Lab Agency, Les Idiots","Paul Saïsset, Rémi Bassaler","elisabeth voglernoémie schmidt, grégoire isvarine, marie mottet, lou castel, mathias minne, margaux bonin, julia kouakou, alexandre schreiber, schemci lauth, theo tagand, clément olivieri, doria achourfrance2019",Paris Is Us
2186,543646,shonar pahar,Parambrata Chatterjee,"Tanuja, Jishu Sengupta, Parambrata Chatterjee, Arunima Ghosh, Shrijato Banerjee, Soumitra Chatterjee, Gargi Roychowdhury",India,2018,"Dramas, Independent Movies, International Movies",TV-PG,131 min,An older woman's unique friendship with a young boy inspires her to examine the strained relationship she shares with her married son.,2.89,GreenTouch Entertainment,,"parambrata chatterjeetanuja, jishu sengupta, parambrata chatterjee, arunima ghosh, shrijato banerjee, soumitra chatterjee, gargi roychowdhuryindia2018",Shonar Pahar
2187,497370,the drug king,Woo Min-ho,"Song Kang-ho, Cho Jung-seok, Bae Doona, Kim So-jin, Kim Dae-myung, Jo Woo-jin, Lee Hee-jun, Song Young-chang, Yoon Je-moon",South Korea,2018,"Dramas, International Movies, Thrillers",TV-MA,139 min,A petty smuggler from Busan dives headfirst into illicit drug trafficking in the 1970s and rises to become king of narcotics exports to Japan.,13.66,"Hive Media Corp, Showbox","Lee Ji-min, Woo Min-ho","woo min-hosong kang-ho, cho jung-seok, bae doona, kim so-jin, kim dae-myung, jo woo-jin, lee hee-jun, song young-chang, yoon je-moonsouth korea2018",The Drug King
2188,36963,kevin james: sweat the small stuff,Paul Miller,Kevin James,United States,2001,Stand-Up Comedy,TV-PG,42 min,The film and television star riffs on life's many royal pains in this hourlong special taped at New York City's Hudson Theatre in 2001.,3.88,Comedy Central,Kevin James,paul millerkevin jamesunited states2001,Kevin James: Sweat the Small Stuff
2189,512218,transformer,Michael Del Monte,Janae Marie Kroczaleski,Canada,2017,"Documentaries, LGBTQ Movies",TV-MA,79 min,Powerlifter Matt Kroczaleski faced his greatest challenge when he came out as transgender. This documentary captures his transition into a woman.,2.56,Storystream Creative,,michael del montejanae marie kroczaleskicanada2017,Transformer
2190,73527,genius,Suseenthiran,"Roshan, Priyaa Lal, Aadukalam Naren, Singam Puli, Meera Krishnan, Jayaprakash",India,2018,"Dramas, Independent Movies, International Movies",TV-14,96 min,Extreme pressure from his father to excel at school during childhood has dangerous psychological effects on a brilliant but suicidal man’s adult life.,8.64,DiC Entertainment,"Jim Lincoln, John Rieck, Dan Studney","suseenthiranroshan, priyaa lal, aadukalam naren, singam puli, meera krishnan, jayaprakashindia2018",Genius
2191,56992,black sea,Kevin MacDonald,"Jude Law, Scoot McNairy, Ben Mendelsohn, Bobby Schofield, Tobias Menzies, Michael Smiley, Grigoriy Dobrygin, David Threlfall, Jodie Whittaker, Karl Davies","United Kingdom, Russia, United States",2015,"Action & Adventure, Dramas, International Movies",R,114 min,"A hard-driving submarine captain is hired to steal gold from a sunken Nazi sub, but there's no honor among thieves during this underwater heist.",0.89,"Film Kairòs, Manigolda Film, HiFilm Productions, RAI","Ugo Chiti, Federico Bondi, Cosimo Calamini","kevin macdonaldjude law, scoot mcnairy, ben mendelsohn, bobby schofield, tobias menzies, michael smiley, grigoriy dobrygin, david threlfall, jodie whittaker, karl daviesunited kingdom, russia, united states2015",Black Sea
2192,493101,studio 54,Matt Tyrnauer,,United States,2018,Documentaries,TV-MA,99 min,This documentary follows the rapid rise and fall of the Manhattan discotheque and the glittery debauchery that attracted the city's eccentric and elite.,11.46,"Passion Pictures, Altimeter Films, A&E IndieFilms",,matt tyrnauerunited states2018,Studio 54
2193,710647,ayana,Gangadhar Salimath,"Deepak Subramanya, Apoorva Soma, Ramesh Bhat, Harsha H S, Karthik A, Goutham Shashidhar, Nagshree Karkone, Moksha Kushal, Vedashree Rao",India,2017,"Dramas, Independent Movies, International Movies",TV-MA,112 min,"With his carefree bachelor days behind him, a young entrepreneur’s ambitions for adulthood come with some painful personal and professional decisions.",0.6,,,"gangadhar salimathdeepak subramanya, apoorva soma, ramesh bhat, harsha h s, karthik a, goutham shashidhar, nagshree karkone, moksha kushal, vedashree raoindia2017",Ayana
2194,520777,behind the curve,Daniel J. Clark,,United States,2018,Documentaries,TV-14,96 min,"Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it.",11.18,Delta-v Productions,,daniel j. clarkunited states2018,Behind the Curve
2195,125992,buddies,Marcelo Galvão,"Ariel Goldenberg, Rita Pokk, Breno Viola, Lima Duarte, Marco Luque, Daniel Torres, Monaliza Marchi, Amélia Bittencourt, Giulia de Souza Merigo, Deto Montenegro, Rui Unas",Brazil,2012,"Comedies, Dramas, Independent Movies",TV-MA,103 min,"Inspired by the movie ""Thelma & Louise,"" three young people with Down syndrome leave the institution where they live to take a road trip together.",1.24,"JD Productions, Queensland Film Corporation",John Dingwall,"marcelo galvãoariel goldenberg, rita pokk, breno viola, lima duarte, marco luque, daniel torres, monaliza marchi, amélia bittencourt, giulia de souza merigo, deto montenegro, rui unasbrazil2012",Buddies
2196,582376,candyflip,Shanawaz Nellikunnil,"Prashant Prakash, Kalki Koechlin, Prakash Raj, Gulshan Devaiah, Valeriya Polyanychko",India,2017,"Dramas, Independent Movies, International Movies",TV-MA,104 min,"On the incandescent shores of Goa, a young man tumbles down a mind-bending – and soon dangerous – series of trips after taking hallucinatory drugs.",0.84,,,"shanawaz nellikunnilprashant prakash, kalki koechlin, prakash raj, gulshan devaiah, valeriya polyanychkoindia2017",Candyflip
