,id,title,director,cast,country,release_year,genre_types,rating,duration,description,popularity,production_companies,writers,combined,original_title
0,653574,dick johnson is dead,Kirsten Johnson,,United States,2020,Documentaries,PG-13,90 min,"As her father nears the end of his life, filmmaker Kirsten Johnson stages his death in inventive and comical ways to help them both face the inevitable.",12.0,Big Mouth Productions,"Kirsten Johnson, Nels Bangerter",kirsten johnsonunited states2020,Dick Johnson Is Dead
1,597316,my little pony: a new generation,"Robert Cullen, José Luis Ucha","Vanessa Hudgens, Kimiko Glenn, James Marsden, Sofia Carson, Liza Koshy, Ken Jeong, Elizabeth Perkins, Jane Krakowski, Michael McKean, Phil LaMarr",,2021,Children & Family Movies,PG,91 min,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",25.85,"Boulder Media, Entertainment One","Gillian M. Berrow, Tim Sullivan","robert cullen, josé luis uchavanessa hudgens, kimiko glenn, james marsden, sofia carson, liza koshy, ken jeong, elizabeth perkins, jane krakowski, michael mckean, phil lamarr2021",My Little Pony: A New Generation
2,68351,sankofa,Haile Gerima,"Kofi Ghanaba, Oyafunmike Ogunlano, Alexandra Duah, Nick Medley, Mutabaruka, Afemo Omilami, Reggie Carter, Mzuri","United States, Ghana, Burkina Faso, United Kingdom, Germany, Ethiopia",1993,"Dramas, Independent Movies, International Movies",TV-MA,125 min,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",3.48,"Diproci, Ghana National Commission on Culture, Mypheduh Films, Negod-Gwad Productions, NDR, WDR, Film4 Productions",Haile Gerima,"haile gerimakofi ghanaba, oyafunmike ogunlano, alexandra duah, nick medley, mutabaruka, afemo omilami, reggie carter, mzuriunited states, ghana, burkina faso, united kingdom, germany, ethiopia1993",Sankofa
3,468225,the starling,Theodore Melfi,"Melissa McCarthy, Chris O'Dowd, Kevin Kline, Timothy Olyphant, Daveed Diggs, Skyler Gisondo, Laura Harrier, Rosalind Chao, Kimberly Quinn, Loretta Devine, Ravi Kapoor",United States,2021,"Comedies, Dramas",PG-13,104 min,A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,15.47,"Entertainment One, Boies/Schiller Film Group, Limelight",Matt Harris,"theodore melfimelissa mccarthy, chris o'dowd, kevin kline, timothy olyphant, daveed diggs, skyler gisondo, laura harrier, rosalind chao, kimberly quinn, loretta devine, ravi kapoorunited states2021",The Starling
4,786705,confessions of an invisible girl,Bruno Garotti,"Klara Castanho, Lucca Picon, Júlia Gomes, Marcus Bessa, Kiria Malheiros, Fernanda Concon, Gabriel Lima, Caio Cabral, Leonardo Cidade, Jade Cardozo",,2021,"Children & Family Movies, Comedies",TV-PG,91 min,"When the clever but socially-awkward Tetê joins a new school, she'll do anything to fit in. But the queen bee among her classmates has other ideas.",17.89,,Thalita Rebouças,"bruno garottiklara castanho, lucca picon, júlia gomes, marcus bessa, kiria malheiros, fernanda concon, gabriel lima, caio cabral, leonardo cidade, jade cardozo2021",Confessions of an Invisible Girl
5,315270,intrusion,Adam Salky,"Freida Pinto, Logan Marshall-Green, Robert John Burke, Megan Elisabeth Kelly, Sarah Minnich, Hayes Hargrove, Mark Sivertsen, Brandon Fierro, Antonio Valles, Clint Obenchain",,2021,Thrillers,TV-14,94 min,"After a deadly home invasion at a couple’s new dream house, the traumatized wife searches for answers — and learns the real danger is just beginning.",0.6,,,"adam salkyfreida pinto, logan marshall-green, robert john burke, megan elisabeth kelly, sarah minnich, hayes hargrove, mark sivertsen, brandon fierro, antonio valles, clint obenchain2021",Intrusion
6,876576,go! go! cory carson: chrissy takes the wheel,"Alex Woo, Stanley Moore","Maisie Benson, Paul Killam, Kerry Gudjohnsen, AC Lim",,2021,Children & Family Movies,TV-Y,61 min,"From arcade games to sled days and hiccup cures, Cory Carson’s curious little sister Chrissy speeds off on her own for fun and adventure all over town!",6.29,,,"alex woo, stanley mooremaisie benson, paul killam, kerry gudjohnsen, ac lim2021",Go! Go! Cory Carson: Chrissy Takes the Wheel
7,30086,jeans,S. Shankar,"Prashanth, Aishwarya Rai Bachchan, Sri Lakshmi, Nassar",India,1998,"Comedies, International Movies, Romantic Movies",TV-14,166 min,"When the father of the man she loves insists that his twin sons marry twin sisters, a woman creates an alter ego that might be a bit too convincing.",6.79,Amritraj Solomon Communications,"Shankar, A. M. Rathnam, Sivaganesh, Balakumaran, Vairamuthu, Javed Akhtar","s. shankarprashanth, aishwarya rai bachchan, sri lakshmi, nassarindia1998",Jeans
8,79328,minsara kanavu,Rajiv Menon,"Arvind Swamy, Kajol, Prabhu Deva, Nassar, S.P. Balasubrahmanyam, Girish Karnad",,1997,"Comedies, International Movies, Music & Musicals",TV-PG,147 min,A tangled love triangle ensues when a man falls for a woman studying to become a nun — and she falls for the friend he enlists to help him pursue her.,6.88,AVM Productions,"Vairamuthu, V. C. Guhanathan, Rajiv Menon","rajiv menonarvind swamy, kajol, prabhu deva, nassar, s.p. balasubrahmanyam, girish karnad1997",Minsara Kanavu
9,16994,grown ups,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade, Rob Schneider, Salma Hayek, Maria Bello, Maya Rudolph, Colin Quinn, Tim Meadows, Joyce Van Patten",United States,2010,Comedies,PG-13,103 min,"Mourning the loss of their beloved junior high basketball coach, five middle-aged pals reunite at a lake house and rediscover the joys of being a kid.",3.24,"Moteur s'il vous plaît, dfm Fiktion, Film i Väst","Anna Novion, Béatrice Colombier","dennis duganadam sandler, kevin james, chris rock, david spade, rob schneider, salma hayek, maria bello, maya rudolph, colin quinn, tim meadows, joyce van pattenunited states2010",Grown Ups
10,145135,dark skies,Scott Stewart,"Keri Russell, Josh Hamilton, J.K. Simmons, Dakota Goyo, Kadan Rockett, L.J. Benet, Rich Hutchman, Myndy Crist, Annie Thurman, Jake Brennan",United States,2013,"Horror Movies, Sci-Fi & Fantasy",PG-13,97 min,"A family’s idyllic suburban life shatters when an alien force invades their home, and as they struggle to convince others of the deadly threat.",27.92,"Cinema Vehicle Services, Alliance Films, Automatik Entertainment, Blumhouse Productions",Scott Stewart,"scott stewartkeri russell, josh hamilton, j.k. simmons, dakota goyo, kadan rockett, l.j. benet, rich hutchman, myndy crist, annie thurman, jake brennanunited states2013",Dark Skies
11,64525,paranoia,Robert Luketic,"Liam Hemsworth, Gary Oldman, Amber Heard, Harrison Ford, Lucas Till, Embeth Davidtz, Julian McMahon, Josh Holloway, Richard Dreyfuss, Angela Sarafyan","United States, India, France",2013,Thrillers,PG-13,106 min,"Blackmailed by his company's CEO, a low-level employee finds himself forced to spy on the boss's rival and former mentor.",7.49,"Société Nouvelle de Cinématographie, Titanus","Marie Claire Solleville, Umberto Lenzi, Ugo Moretti","robert luketicliam hemsworth, gary oldman, amber heard, harrison ford, lucas till, embeth davidtz, julian mcmahon, josh holloway, richard dreyfuss, angela sarafyanunited states, india, france2013",Paranoia
12,862701,ankahi kahaniya,"Ashwiny Iyer Tiwari, Abhishek Chaubey, Saket Chaudhary","Abhishek Banerjee, Rinku Rajguru, Delzad Hiwale, Kunal Kapoor, Zoya Hussain, Nikhil Dwivedi, Palomi Ghosh",,2021,"Dramas, Independent Movies, International Movies",TV-14,111 min,"As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",2.8,"RSVP Movies, Flying Unicorn Entertainment","Piyush Gupta, Zeenat Lakhani, Nitesh Tiwari, Saket Chaudhary, Jayanth Kaikini, Hussain Haidry, Shreyas Jain","ashwiny iyer tiwari, abhishek chaubey, saket chaudharyabhishek banerjee, rinku rajguru, delzad hiwale, kunal kapoor, zoya hussain, nikhil dwivedi, palomi ghosh2021",Ankahi Kahaniya
13,840427,the father who moves mountains,Daniel Sandu,"Adrian Titieni, Elena Purea, Judith State, Valeriu Andriuță, Tudor Smoleanu, Virgil Aioanei, Radu Botar, Petronela Grigorescu, Bogdan Nechifor, Cristian Bota",,2021,"Dramas, International Movies, Thrillers",TV-MA,110 min,"When his son goes missing during a snowy hike in the mountains, a retired intelligence officer will stop at nothing — and risk everything — to find him.",9.88,Mobra Films,Daniel Sandu,"daniel sanduadrian titieni, elena purea, judith state, valeriu andriuță, tudor smoleanu, virgil aioanei, radu botar, petronela grigorescu, bogdan nechifor, cristian bota2021",The Father Who Moves Mountains
14,434245,the stronghold,Cédric Jimenez,"Gilles Lellouche, Karim Leklou, François Civil, Adèle Exarchopoulos, Kenza Fortas, Cyril Lecomte, Michaël Abiteboul, Idir Azougli, Vincent Darmuzey, Jean-Yves Berteloot",,2021,"Action & Adventure, Dramas, International Movies",TV-MA,105 min,"Tired of the small-time grind, three Marseille cops get a chance to bust a major drug network. But lines blur when a key informant makes a big ask.",20.55,Kinorob,"Yaroslav Voytseshek, Oleksandr Dermanskyi, Yuriy Kovalyov","cédric jimenezgilles lellouche, karim leklou, françois civil, adèle exarchopoulos, kenza fortas, cyril lecomte, michaël abiteboul, idir azougli, vincent darmuzey, jean-yves berteloot2021",The Stronghold
15,408266,birth of the dragon,George Nolfi,"Billy Magnussen, Ron Yuan, Qu Jingjing, Terry Chen, Vanness Wu, Jin Xing, Philip Ng, Xia Yu, Yu Xia","China, Canada, United States",2017,"Action & Adventure, Dramas",PG-13,96 min,"A young Bruce Lee angers kung fu traditionalists by teaching outsiders, leading to a showdown with a Shaolin master in this film based on real events.",13.67,"Groundswell Productions, Kylin Pictures, WWE Studios, Good Universe, BH Tilt","Stephen J. Rivele, Christopher Wilkinson","george nolfibilly magnussen, ron yuan, qu jingjing, terry chen, vanness wu, jin xing, philip ng, xia yu, yu xiachina, canada, united states2017",Birth of the Dragon
16,578,jaws,Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary, Murray Hamilton, Carl Gottlieb, Jeffrey Kramer, Susan Backlinie, Jonathan Filley, Ted Grossman",United States,1975,"Action & Adventure, Classic Movies, Dramas",PG,124 min,"When an insatiable great white shark terrorizes Amity Island, a police chief, an oceanographer and a grizzled shark hunter seek to destroy the beast.",48.37,"Zanuck/Brown Productions, Universal Pictures","Peter Benchley, Carl Gottlieb","steven spielbergroy scheider, robert shaw, richard dreyfuss, lorraine gary, murray hamilton, carl gottlieb, jeffrey kramer, susan backlinie, jonathan filley, ted grossmanunited states1975",Jaws
17,579,jaws 2,Jeannot Szwarc,"Roy Scheider, Lorraine Gary, Murray Hamilton, Joseph Mascolo, Jeffrey Kramer, Collin Wilcox Paxton, Ann Dusenberry, Mark Gruner, Barry Coe, Susan French",United States,1978,"Dramas, Horror Movies, Thrillers",PG,116 min,"Four years after the last deadly shark attacks, police chief Martin Brody fights to protect Amity Island from another killer great white.",29.54,"Universal Pictures, Zanuck/Brown Productions","Peter Benchley, Howard Sackler, Carl Gottlieb","jeannot szwarcroy scheider, lorraine gary, murray hamilton, joseph mascolo, jeffrey kramer, collin wilcox paxton, ann dusenberry, mark gruner, barry coe, susan frenchunited states1978",Jaws 2
18,580,jaws: the revenge,Joseph Sargent,"Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young, Michael Caine, Judith Barsi, Mitchell Anderson, Lynn Whitfield",United States,1987,"Action & Adventure, Horror Movies, Thrillers",PG-13,91 min,"After another deadly shark attack, Ellen Brody has had enough of Amity Island and moves to the Caribbean – but a great white shark follows her there.",28.22,Universal Pictures,"Peter Benchley, Michael De Guzman","joseph sargentlorraine gary, lance guest, mario van peebles, karen young, michael caine, judith barsi, mitchell anderson, lynn whitfieldunited states1987",Jaws: The Revenge
19,866529,my heroes were cowboys,Tyler Greco,,,2021,Documentaries,PG,23 min,"Robin Wiltshire's painful childhood was rescued by Westerns. Now he lives on the frontier of his dreams, training the horses he loves for the big screen.",6.06,"Barry Linen Motion Pictures, Dress Code",,tyler greco2021,My Heroes Were Cowboys
20,28123,safe house,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson, Sam Shepard, Rubén Blades, Nora Arnezeder, Robert Patrick, Liam Cunningham, Joel Kinnaman","South Africa, United States, Japan",2012,Action & Adventure,R,115 min,Young CIA operative Matt Weston must get a dangerous criminal out of an agency safe house that's come under attack and get him to a securer location.,4.72,Benjamin Productions,"Eric Steven Stahl, John Schalter, Sean McLain","daniel espinosadenzel washington, ryan reynolds, vera farmiga, brendan gleeson, sam shepard, rubén blades, nora arnezeder, robert patrick, liam cunningham, joel kinnamansouth africa, united states, japan2012",Safe House
21,2034,training day,Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger, Harris Yulin, Raymond J. Barry, Cliff Curtis, Dr. Dre, Snoop Dogg, Macy Gray, Eva Mendes",United States,2001,"Dramas, Thrillers",R,122 min,A rookie cop with one day to prove himself to a veteran LAPD narcotics officer receives a crash course in his mentor's questionable brand of justice.,37.73,"WV Films II, Village Roadshow Pictures, NPV Entertainment, Outlaw Productions, Warner Bros. Pictures",David Ayer,"antoine fuquadenzel washington, ethan hawke, scott glenn, tom berenger, harris yulin, raymond j. barry, cliff curtis, dr. dre, snoop dogg, macy gray, eva mendesunited states2001",Training Day
22,75624,naruto shippuden the movie: blood prison,Masahiko Murata,"Junko Takeuchi, Chie Nakamura, Rikiya Koyama, Kazuhiko Inoue, Masaki Terasoma, Mie Sonozaki, Yuichi Nakamura, Kengo Kawanishi, Kosei Hirota, Masako Katsuki",Japan,2011,"Action & Adventure, Anime Features, International Movies",TV-14,102 min,"Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed.",45.75,"Aniplex, Densetsu, Pierrot, Bandai, Shueisha, TV Tokyo","Masashi Kishimoto, Akira Higashiyama","masahiko muratajunko takeuchi, chie nakamura, rikiya koyama, kazuhiko inoue, masaki terasoma, mie sonozaki, yuichi nakamura, kengo kawanishi, kosei hirota, masako katsukijapan2011",Naruto Shippuden the Movie: Blood Prison
23,16907,naruto the movie: ninja clash in the land of snow,Tensai Okamura,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Yuhko Kaida, Tsutomu Isobe, Hirotaka Suzuoki, Jun Karasawa, Harii Kaneko, Ikuo Nishikawa",Japan,2004,"Action & Adventure, Anime Features, International Movies",TV-PG,83 min,"Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",36.75,"Pierrot, dentsu, Aniplex, Shueisha, TV Tokyo, TOHO, Bandai Visual","Katsuyuki Sumisawa, Yuka Miyata, Masashi Kishimoto","tensai okamurajunko takeuchi, noriaki sugiyama, chie nakamura, kazuhiko inoue, yuhko kaida, tsutomu isobe, hirotaka suzuoki, jun karasawa, harii kaneko, ikuo nishikawajapan2004",Naruto the Movie: Ninja Clash in the Land of Snow
24,739990,nightbooks,David Yarovesky,"Winslow Fegley, Lidya Jewett, Krysten Ritter",,2021,Children & Family Movies,TV-PG,103 min,Scary story fan Alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.,24.4,"Ghost House Pictures, MXN Entertainment","Tobias Iaconis, Mikki Daughtry, J.A White","david yaroveskywinslow fegley, lidya jewett, krysten ritter2021",Nightbooks
25,855823,schumacher,"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech",Michael Schumacher,,2021,"Documentaries, International Movies, Sports Movies",TV-14,113 min,"Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",14.19,"B14 Film, DCM Pictures","Michael Wech, Vanessa Nöcker, Hanns-Bruno Kammertöns","hanns-bruno kammertöns, vanessa nöcker, michael wechmichael schumacher2021",Schumacher
26,874104,a storybots space adventure,David A. Vargas,"Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux",,2021,Children & Family Movies,TV-Y,13 min,Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,2.62,,Erik Weiner,"david a. vargasevan spiridellis, erin fitzgerald, jeff gill, fred tatasciore, evan michael lee, jared isaacman, sian proctor, chris sembroski, hayley arceneaux2021",A StoryBots Space Adventure
27,570465,king of boys,Kemi Adetiba,"Sola Sobowale, Adesua Etomi, Remilekun ""Reminisce"" Safaru, Tobechukwu ""iLLbliss"" Ejiofor, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja",Nigeria,2018,"Dramas, International Movies",TV-MA,182 min,"When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",4.96,Kemi Adetiba Visuals,Kemi Adetiba,"kemi adetibasola sobowale, adesua etomi, remilekun ""reminisce"" safaru, tobechukwu ""illbliss"" ejiofor, toni tones, paul sambo, jide kosoko, sharon oojanigeria2018",King of Boys
28,869589,you vs. wild: out cold,Ben Simms,"Bear Grylls, Jason Derek Prempeh",,2021,Children & Family Movies,TV-G,106 min,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",3.85,,,"ben simmsbear grylls, jason derek prempeh2021",You vs. Wild: Out Cold
29,874467,little singham - black shadow,Prakash Satam,"Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey",,2021,"Children & Family Movies, Comedies",TV-Y7,48 min,Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?,0.6,,,"prakash satamsumriddhi shukla, jigna bharadwaj, sonal kaushal, neshma chemburkar, ganesh divekar, annamaya verma, anamay verma, manoj pandey2021",Little Singham - Black Shadow
30,620637,tughlaq durbar,Delhiprasad Deenadayalan,"Vijay Sethupathi, Parthiban, Raashi Khanna",,2020,"Comedies, Dramas, International Movies",TV-14,145 min,A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,3.83,"Viacom18 Studios, Seven Screen Studios","Madhan Karky, Delhi Prasad Deenadayal, Balaji Tharaneetharan, Karthik Netha, Arun K Viswa","delhiprasad deenadayalanvijay sethupathi, parthiban, raashi khanna2020",Tughlaq Durbar
31,597891,kate,Cedric Nicolas-Troyan,"Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau",United States,2021,Action & Adventure,R,106 min,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",16.29,"Clubhouse Pictures, 87North Productions, Screen Arcade",Umair Aleem,"cedric nicolas-troyanmary elizabeth winstead, jun kunimura, woody harrelson, tadanobu asano, miyavi, michiel huisman, miku martineauunited states2021",Kate
32,14211,prey,Thomas Sieben,"David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach",,2021,"International Movies, Thrillers",TV-MA,87 min,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,22.32,"Anant Singh Production, Videovision Entertainment, Distant Horizon, Ingenious Media","Beau Bauman, Jeff Wadlow, Darrell James Roodt","thomas siebendavid kross, hanno koffler, maria ehrich, robert finster, yung ngo, klaus steinbacher, livia matthes, nellie thalbach2021",Prey
33,861604,blood brothers: malcolm x & muhammad ali,Marcus Clarke,"Malcolm X, Muhammad Ali",,2021,"Documentaries, Sports Movies",PG-13,96 min,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",5.49,"Khalabo Ink Society, Lightbox Entertainment","Randy Roberts, Johnny Smith","marcus clarkemalcolm x, muhammad ali2021",Blood Brothers: Malcolm X & Muhammad Ali
34,487083,paradise hills,Alice Waddington,"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath","Spain, United States",2019,"Sci-Fi & Fantasy, Thrillers",TV-MA,95 min,"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",17.59,"Nostromo Pictures, Colina Paraiso AIE, TVE, Crea SGR, Generalitat de Catalunya - Departament de Cultura, Instituto de Ciencias y Artes Cinematográficas del Ministerio de Cultura, Nublar Productions","Nacho Vigalondo, Alice Waddington, Brian DeLeeuw","alice waddingtonemma roberts, danielle macdonald, awkwafina, eiza gonzález, milla jovovich, jeremy irvine, arnaud valois, daniel horvathspain, united states2019",Paradise Hills
35,866127,the women and the murderer,"Mona Achache, Patricia Tourancheau",,France,2021,"Documentaries, International Movies",TV-14,92 min,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,8.12,,"Mona Achache, Patricia Tourancheau","mona achache, patricia tourancheaufrance2021",The Women and the Murderer
36,726916,jj+e,Alexis Almström,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",,2021,"Dramas, International Movies, Romantic Movies",TV-MA,91 min,"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",14.11,"Filmlance International, SVT",Dunja Vujovic,"alexis almströmelsa öhrn, mustapha aarab, jonay pineda skallak, magnus krepper, loreen, albin grenholm, simon mezher, elsa bergström terent, josef kadim, yohannes frezgi2021",JJ+E
37,425148,show dogs,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale","United Kingdom, United States",2018,"Children & Family Movies, Comedies",PG,90 min,A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,14.53,"Riverstone Pictures, Open Road Films, Neddy Dean Productions","Marc Hyman, Max Botkin","raja gosnellwill arnett, ludacris, natasha lyonne, stanley tucci, jordin sparks, gabriel iglesias, shaquille o'neal, omar chaparro, alan cumming, andy beckwith, delia sheppard, kerry shaleunited kingdom, united states2018",Show Dogs
38,502183,if i leave here tomorrow: a film about lynyrd skynyrd,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",United States,2018,"Documentaries, Music & Musicals",TV-MA,97 min,"Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",7.36,"Country Music Television (CMT), Passion Pictures",,"stephen kijakronnie van zandt, gary rossington, allen collins, leon wilkeson, bob burns, billy powell, ed king, artimus pyle, steve gaines, johnny van zantunited states2018",If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd
39,862582,untold: breaking point,"Chapman Way, Maclain Way",,United States,2021,"Documentaries, Sports Movies",TV-MA,80 min,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",11.06,"Propagate Content, Stardust Films, The Players' Tribune, Stardust Frames",,"chapman way, maclain wayunited states2021",Untold: Breaking Point
40,871229,shadow parties,Yemi Amodu,"Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas",,2020,"Dramas, International Movies, Thrillers",TV-MA,117 min,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,1.61,,"Ade Derek Adeniji, Yemi Amodu","yemi amodujide kosoko, omotola jalade-ekeinde, yemi blaq, sola sobowale, ken erics, toyin aimakhu, segun arinze, jibola dabo, rotimi salami, pa jimi solanke, rachael okonkwo, bassey okon, lucien morgan, magdalena korpas2020",Shadow Parties
41,442000,angamaly diaries,Lijo Jose Pellissery,"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese",India,2017,"Action & Adventure, Comedies, Dramas",TV-14,128 min,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",7.66,Friday Film House,Chemban Vinod Jose,"lijo jose pellisseryantony varghese, reshma rajan, binny rinky benjamin, vineeth vishwam, kichu tellus, sreekanth dasan, sarath kumar, tito wilson, anandhu, bitto davis, sinoj vargheseindia2017",Angamaly Diaries
42,500705,a champion heart,David de Vos,"Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido",United States,2018,"Children & Family Movies, Dramas",G,90 min,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",3.53,Devotion Films,"David de Vos, Stephanie de Vos","david de vosmandy grace, david de vos, donna rusch, devan key, isabella mancuso, ariana guidounited states2018",A Champion Heart
43,444065,worth,Sara Colangelo,"Michael Keaton, Stanley Tucci, Amy Ryan, Shunori Ramanathan, Ato Blankson-Wood, Tate Donovan, Laura Benanti, Chris Tardio",,2021,Dramas,PG-13,119 min,"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",0.63,,Sydney Shircliff,"sara colangelomichael keaton, stanley tucci, amy ryan, shunori ramanathan, ato blankson-wood, tate donovan, laura benanti, chris tardio2021",Worth
44,785457,afterlife of the party,Stephen Herek,"Victoria Justice, Midori Francis, Robyn Scott, Adam Garcia, Timothy Renouf, Gloria Garcia, Myfanwy Waring, Spencer Sutherland",,2021,"Comedies, Romantic Movies",TV-PG,110 min,Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,15.26,"Advantage Entertainment, DAE Light Media, Front Row Filmed Entertainment, MarVista Entertainment",Carrie Freedle,"stephen herekvictoria justice, midori francis, robyn scott, adam garcia, timothy renouf, gloria garcia, myfanwy waring, spencer sutherland2021",Afterlife of the Party
45,114436,anjaam,Rahul Rawail,"Madhuri Dixit, Shah Rukh Khan, Tinnu Anand, Johny Lever, Kalpana Iyer, Himani Shivpuri, Sudha Chandran, Beena, Kiran Kumar",India,1994,"Dramas, International Movies, Thrillers",TV-14,143 min,"A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",6.21,"B4U Entertainment, Eros Worldwide, Albatros Film","Gautam Rajadhyaksha, Rumi Jaffery, Sutanu Gupta","rahul rawailmadhuri dixit, shah rukh khan, tinnu anand, johny lever, kalpana iyer, himani shivpuri, sudha chandran, beena, kiran kumarindia1994",Anjaam
46,29963,bright star,Jane Campion,"Abbie Cornish, Ben Whishaw, Paul Schneider, Kerry Fox, Edie Martin, Thomas Brodie-Sangster, Claudie Blakley, Gerard Monaco, Antonia Campbell-Hughes, Samuel Roukin","United Kingdom, Australia, France",2009,"Dramas, Romantic Movies",PG,119 min,This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse.,12.82,"BBC Film, Pathé Renn Productions, UK Film Council, Screen Australia, Hopscotch Productions, Jan Chapman Films, Australian Film Finance Corporation",Jane Campion,"jane campionabbie cornish, ben whishaw, paul schneider, kerry fox, edie martin, thomas brodie-sangster, claudie blakley, gerard monaco, antonia campbell-hughes, samuel roukinunited kingdom, australia, france2009",Bright Star
